rna_chr	rna_bgn	rna_end	id	rna_strand	dna_chr	dna_start	dna_end	dna_strand	gene_name	gene_type
chr1	86225986	86226013	173922	+	chr1	35049792	35049818	+	-1	-1
chr1	131934464	131934491	96734	+	chr15	22868613	22868639	-	-1	-1
chr1	165100877	165100905	102471	+	chr2	12104753	12104779	-	-1	-1
chr1	139457410	139457437	170931	+	chr1	151884150	151884176	+	-1	-1
chr1	127227418	127227444	103193	+	chr1	127261505	127261532	-	-1	-1
chr1	127792074	127792101	75887	+	chr14	60668820	60668847	-	-1	-1
chr1	42889764	42889790	66856	+	chr1	170512238	170512264	-	-1	-1
chr1	40003937	40003963	217855	+	chr11	116851022	116851048	-	-1	-1
chr1	25207806	25207833	79903	+	chr3	156462332	156462359	-	-1	-1
chr1	62776012	62776038	204010	+	chr1	24772107	24772133	+	-1	-1
chr1	127804211	127804238	98997	+	chr5	98147530	98147556	-	-1	-1
chr1	180582466	180582493	77073	+	chr15	71572545	71572570	+	-1	-1
chr1	134571840	134571867	141111	+	chr1	64114605	64114631	-	-1	-1
chr1	136711191	136711218	132139	+	chr12	79177827	79177853	-	-1	-1
chr1	156626930	156626957	136374	+	chr8	50146472	50146498	-	-1	-1
chr1	175887914	175887941	36095	+	chr1	175938627	175938653	-	-1	-1
chr1	39992494	39992520	163650	+	chr1	40026563	40026588	+	-1	-1
chr1	127774298	127774324	26112	+	chr13	30155685	30155711	+	-1	-1
chr1	163946236	163946263	54812	+	chr1	169422480	169422506	+	-1	-1
chr1	89943920	89943946	24147	+	chr8	105379498	105379523	+	-1	-1
chr1	135110553	135110579	112808	+	chr2	73157002	73157028	-	-1	-1
chr1	13373063	13373090	171048	+	chr8	125065993	125066019	-	-1	-1
chr1	36525981	36526008	247018	+	chr7	98607922	98607948	+	-1	-1
chr1	136604999	136605026	42135	+	chr1	136570332	136570357	+	-1	-1
chr1	127294396	127294423	157245	+	chr1	60488695	60488720	-	-1	-1
chr1	132197395	132197422	218195	+	chr19	25424674	25424700	-	-1	-1
chr1	42869111	42869138	110846	+	chr8	25892160	25892185	-	-1	-1
chr1	136707571	136707598	110345	+	chr17	24997533	24997558	+	-1	-1
chr1	136705769	136705796	31135	+	chr6	115777632	115777658	+	-1	-1
chr1	89086111	89086138	113420	+	chr1	167632225	167632251	+	-1	-1
chr1	105674951	105674978	110624	+	chr7	88962291	88962317	+	-1	-1
chr1	86527439	86527466	111167	+	chr7	45787467	45787493	+	-1	-1
chr1	36512049	36512075	161646	+	chr8	94955154	94955180	+	-1	-1
chr1	134560747	134560773	144232	+	chr12	76493630	76493656	+	-1	-1
chr1	151500403	151500429	233603	+	chr1	62995372	62995398	+	-1	-1
chr1	194660091	194660118	121710	+	chr15	64038197	64038223	+	-1	-1
chr1	163832036	163832062	180253	+	chr15	15144491	15144516	-	-1	-1
chr1	131170228	131170254	195916	+	chr1	119817204	119817229	-	-1	-1
chr1	139484129	139484156	103967	+	chr13	25417445	25417471	-	-1	-1
chr1	131931996	131932023	223557	+	chr5	103856912	103856938	-	-1	-1
chr1	136710107	136710133	157829	+	chr1	156971326	156971352	+	-1	-1
chr1	4858337	4858364	118626	+	chr1	30877897	30877924	-	-1	-1
chr1	136415678	136415704	99248	+	chr6	34297580	34297606	+	-1	-1
chr1	131910701	131910728	188982	+	chr5	44997806	44997832	+	-1	-1
chr1	105783041	105783068	52380	+	chr3	44003946	44003971	-	-1	-1
chr1	134506635	134506661	208405	+	chr2	181582248	181582273	+	-1	-1
chr1	4808061	4808084	201189	+	chr8	84857486	84857511	+	-1	-1
chr1	89947686	89947712	92708	+	chr1	90502903	90502928	+	-1	-1
chr1	139479131	139479158	230655	+	chr13	55162532	55162558	-	-1	-1
chr1	160980962	160980989	111412	+	chr1	162099383	162099408	+	-1	-1
chr1	133235191	133235218	143594	+	chr1	168863083	168863109	+	-1	-1
chr1	128125543	128125570	3797	+	chr1	187308134	187308160	-	-1	-1
chr1	131816229	131816255	193636	+	chr11	97406554	97406579	-	-1	-1
chr1	134412493	134412519	33813	+	chr7	26796075	26796101	-	-1	-1
chr1	43941582	43941608	79444	+	chr12	4172265	4172291	+	-1	-1
chr1	139167007	139167034	1249	+	chr1	130057766	130057792	-	-1	-1
chr1	119832331	119832358	167947	+	chr8	106440221	106440247	+	-1	-1
chr1	23269627	23269654	146246	+	chr13	74340689	74340715	+	-1	-1
chr1	157827363	157827389	240673	+	chr2	121447494	121447520	-	-1	-1
chr1	133132697	133132724	196575	+	chr1	133154696	133154722	-	-1	-1
chr1	128182437	128182464	101456	+	chr9	70434080	70434106	+	-1	-1
chr1	89104049	89104075	106327	+	chr1	53748933	53748958	-	-1	-1
chr1	180605421	180605447	70864	+	chr5	137757617	137757643	+	-1	-1
chr1	36527747	36527774	25744	+	chr1	36531884	36531909	-	-1	-1
chr1	139155679	139155706	35878	+	chr3	115738086	115738112	+	-1	-1
chr1	181160233	181160262	58732	+	chr6	21523521	21523548	-	-1	-1
chr1	34230260	34230286	88180	+	chr8	47207309	47207335	-	-1	-1
chr1	39952772	39952799	34514	+	chr14	21118155	21118180	-	-1	-1
chr1	133104423	133104449	230703	+	chr3	34054378	34054403	-	-1	-1
chr1	189758192	189758219	210212	+	chr2	25861242	25861268	-	-1	-1
chr1	39913149	39913175	217163	+	chr1	28271727	28271754	-	-1	-1
chr1	133251711	133251737	245075	+	chr14	107071681	107071707	+	-1	-1
chr1	86529582	86529608	103583	+	chr18	64068959	64068985	-	-1	-1
chr1	136627357	136627383	79073	+	chr3	88767514	88767539	+	-1	-1
chr1	89079534	89079561	208938	+	chr2	166225458	166225484	+	-1	-1
chr1	134411208	134411236	48610	+	chr4	149676211	149676236	+	-1	-1
chr1	60446661	60446687	119462	+	chr8	57699164	57699190	+	-1	-1
chr1	134578465	134578492	12183	+	chr8	68527925	68527951	-	-1	-1
chr1	34266914	34266940	198480	+	chr15	99692567	99692593	+	-1	-1
chr1	131830320	131830347	188585	+	chr1	133745251	133745276	+	-1	-1
chr1	133095116	133095143	24104	+	chr5	99969938	99969963	-	-1	-1
chr1	128153589	128153616	128294	+	chr11	4943561	4943587	+	-1	-1
chr1	60446658	60446685	150423	+	chr8	60420702	60420728	-	-1	-1
chr1	128219765	128219791	63979	+	chr9	121149490	121149516	+	-1	-1
chr1	118444995	118445022	239048	+	chr1	118404918	118404943	+	-1	-1
chr1	109454520	109454547	80505	+	chr17	37179614	37179639	-	-1	-1
chr1	185385683	185385709	203626	+	chr1	121603383	121603408	+	-1	-1
chr1	185363604	185363631	70252	+	chr1	64122396	64122421	+	-1	-1
chr1	34247774	34247802	226803	+	chr9	108914147	108914172	+	-1	-1
chr1	82876459	82876486	4513	+	chr9	5514347	5514374	-	-1	-1
chr1	164374626	164374653	111594	+	chr8	117387777	117387802	-	-1	-1
chr1	87450211	87450238	118553	+	chr2	157280486	157280510	-	-1	-1
chr1	180589476	180589502	204000	+	chr1	123931465	123931491	-	-1	-1
chr1	34274199	34274225	5624	+	chr8	45355856	45355882	+	-1	-1
chr1	131163350	131163376	229000	+	chr1	131185047	131185072	+	-1	-1
chr1	171412803	171412830	20738	+	chr11	54551397	54551423	+	-1	-1
chr1	127781827	127781854	240732	+	chr1	84835739	84835766	+	-1	-1
chr1	132008196	132008223	162174	+	chr1	132640678	132640704	+	-1	-1
chr1	134412106	134412133	166078	+	chr1	134345442	134345467	-	-1	-1
chr1	60358184	60358210	104166	+	chr4	107089409	107089436	+	-1	-1
chr1	185380019	185380046	67616	+	chr1	191953369	191953388	+	-1	-1
chr1	24693440	24693466	157127	+	chr1	56731504	56731530	-	-1	-1
chr1	139490036	139490063	225611	+	chr16	18188520	18188545	-	-1	-1
chr1	37333184	37333211	36347	+	chr1	46759716	46759742	+	-1	-1
chr1	139160674	139160700	58204	+	chr1	138362432	138362458	-	-1	-1
chr1	52133146	52133173	217099	+	chr2	152717914	152717939	-	-1	-1
chr1	194981874	194981901	243599	+	chr16	20194952	20194977	+	-1	-1
chr1	195021712	195021739	55432	+	chr1	177687497	177687523	+	-1	-1
chr1	136528815	136528841	128667	+	chr14	60092791	60092817	-	-1	-1
chr1	118703329	118703355	28924	+	chr1	89632524	89632550	+	-1	-1
chr1	118682802	118682828	75165	+	chr5	59844500	59844526	-	-1	-1
chr1	136569704	136569731	5042	+	chr19	40966326	40966352	-	-1	-1
chr1	132496916	132496943	38697	+	chr6	121597222	121597248	-	-1	-1
chr1	38028148	38028175	198133	+	chr1	39425971	39425996	+	-1	-1
chr1	105742179	105742206	121687	+	chrX	92110803	92110829	+	-1	-1
chr1	118500571	118500598	110617	+	chr2	49277201	49277227	-	-1	-1
chr1	152957388	152957414	124555	+	chr19	47538207	47538235	-	-1	-1
chr1	91926930	91926956	69188	+	chr1	73639908	73639934	+	-1	-1
chr1	131938611	131938638	175326	+	chr1	180852175	180852200	-	-1	-1
chr1	171437627	171437654	208132	+	chr15	11372920	11372946	+	-1	-1
chr1	191607209	191607236	53644	+	chr13	67526575	67526601	+	-1	-1
chr1	136625560	136625587	82823	+	chr1	136683801	136683827	-	-1	-1
chr1	42875012	42875039	174755	+	chr9	67149182	67149208	+	-1	-1
chr1	42901305	42901331	22788	+	chr1	45886737	45886762	-	-1	-1
chr1	4904379	4904406	201869	+	chr1	5448391	5448416	+	-1	-1
chr1	87391656	87391683	26594	+	chr1	87470196	87470221	-	-1	-1
chr1	164317450	164317478	29115	+	chr1	38426216	38426242	-	-1	-1
chr1	162619382	162619409	164514	+	chr11	72975801	72975827	+	-1	-1
chr1	188260603	188260630	182993	+	chr10	122051120	122051142	-	-1	-1
chr1	31142534	31142561	182464	+	chr4	105518043	105518069	-	-1	-1
chr1	42864921	42864948	225975	+	chr11	108579658	108579683	-	-1	-1
chr1	135771072	135771099	7284	+	chr1	135853108	135853133	-	-1	-1
chr1	181151173	181151200	187436	+	chr1	180931233	180931260	-	-1	-1
chr1	171345902	171345929	25112	+	chr15	76828225	76828251	+	-1	-1
chr1	136714555	136714582	161716	+	chr11	23918943	23918970	-	-1	-1
chr1	194978479	194978507	216918	+	chr1	155026434	155026460	+	-1	-1
chr1	82902207	82902234	111086	+	chr1	82963760	82963786	+	-1	-1
chr1	172481925	172481952	178201	+	chr3	135619466	135619490	-	-1	-1
chr1	127798062	127798089	129013	+	chr6	91970896	91970922	-	-1	-1
chr1	40012422	40012449	236095	+	chr9	65580329	65580355	+	-1	-1
chr1	134428421	134428447	37404	+	chr1	120832145	120832171	+	-1	-1
chr1	181282199	181282226	161052	+	chr13	27366875	27366900	+	-1	-1
chr1	40014850	40014877	147713	+	chr1	16350965	16350991	+	-1	-1
chr1	42880777	42880804	150434	+	chr3	95947128	95947153	-	-1	-1
chr1	34299768	34299795	207210	+	chr11	99464575	99464602	-	-1	-1
chr1	128139702	128139729	61039	+	chr1	128192483	128192510	+	-1	-1
chr1	189402941	189402968	161902	+	chr5	111316877	111316904	+	-1	-1
chr1	23276631	23276657	38351	+	chr1	20839020	20839045	-	-1	-1
chr1	136676280	136676307	129093	+	chr2	181049821	181049847	+	-1	-1
chr1	118668170	118668197	199334	+	chr1	167188368	167188394	+	-1	-1
chr1	139052668	139052695	239766	+	chr9	55424953	55424979	-	-1	-1
chr1	42858317	42858343	125609	+	chr1	17427306	17427331	-	-1	-1
chr1	136699670	136699695	107969	+	chr4	140556565	140556591	+	-1	-1
chr1	87348994	87349021	81352	+	chr5	124086909	124086935	-	-1	-1
chr1	114518125	114518147	45687	+	chr1	114517598	114517624	-	-1	-1
chr1	64713307	64713333	16308	+	chr1	51204421	51204447	+	-1	-1
chr1	189971679	189971706	29141	+	chrX	73791482	73791508	+	-1	-1
chr1	63124742	63124768	127158	+	chr2	71711830	71711855	-	-1	-1
chr1	42898855	42898882	63501	+	chr3	130014963	130014989	+	-1	-1
chr1	59939653	59939679	123312	+	chr2	116469355	116469381	-	-1	-1
chr1	136424503	136424530	154827	+	chr10	49778023	49778048	-	-1	-1
chr1	151599596	151599622	16442	+	chr1	154833950	154833976	+	-1	-1
chr1	185358777	185358803	79763	+	chr1	131189876	131189901	+	-1	-1
chr1	159330782	159330809	3630	+	chr1	159810455	159810481	-	-1	-1
chr1	135768235	135768263	96819	+	chr7	117384855	117384880	+	-1	-1
chr1	74806791	74806817	17599	+	chr8	106029547	106029573	+	-1	-1
chr1	181167916	181167943	106912	+	chr10	25404712	25404737	-	-1	-1
chr1	40019342	40019368	39816	+	chr3	26965537	26965563	-	-1	-1
chr1	46731775	46731802	40316	+	chr7	127077232	127077259	-	-1	-1
chr1	151968209	151968236	216437	+	chr7	44605326	44605352	+	-1	-1
chr1	136500095	136500121	180877	+	chr9	103150190	103150215	-	-1	-1
chr1	60361502	60361530	41762	+	chr1	118328099	118328124	-	-1	-1
chr1	34274203	34274229	90951	+	chr1	34228943	34228969	+	-1	-1
chr1	136605499	136605527	212873	+	chr1	130788360	130788386	-	-1	-1
chr1	42874319	42874346	186754	+	chr1	136908652	136908678	+	-1	-1
chr1	74676884	74676910	228867	+	chr12	73979077	73979102	+	-1	-1
chr1	63705006	63705030	103711	+	chr2	173950529	173950555	-	-1	-1
chr1	34291833	34291861	197235	+	chr1	33673255	33673281	-	-1	-1
chr1	139028561	139028588	125719	+	chr1	122407790	122407816	+	-1	-1
chr1	60181254	60181281	126209	+	chr15	53556010	53556036	-	-1	-1
chr1	139454917	139454945	74993	+	chr1	162748068	162748094	-	-1	-1
chr1	135121792	135121820	207397	+	chr7	43298251	43298276	-	-1	-1
chr1	191617011	191617039	60683	+	chr12	110694868	110694894	-	-1	-1
chr1	180904997	180905024	146154	+	chr1	160439153	160439179	-	-1	-1
chr1	132438520	132438548	242953	+	chr6	136895991	136896017	+	-1	-1
chr1	5140100	5140128	248294	+	chr5	14669579	14669605	+	-1	-1
chr1	4820041	4820068	46109	+	chr3	88207624	88207649	-	-1	-1
chr1	189831439	189831465	94451	+	chr1	13311982	13312008	-	-1	-1
chr1	106181432	106181459	31026	+	chr1	154062244	154062271	-	-1	-1
chr1	64700028	64700054	188049	+	chr17	37921813	37921839	+	-1	-1
chr1	134582848	134582874	35655	+	chr1	182255134	182255160	-	-1	-1
chr1	74682938	74682964	58317	+	chr1	74726052	74726078	+	-1	-1
chr1	180603947	180603973	216142	+	chr1	180551157	180551183	-	-1	-1
chr1	160911023	160911050	108750	+	chr14	66805393	66805419	-	-1	-1
